"RepoRelPath","Extension","SizeBytes","SHA256","Purpose","Contents","CategoryLabel","EvidenceType","FailureExplanation","SourcePath","ExtractOrFull","Notes"
"extracts/03_failed_attempts/2026-01-29__Termination_C__proof_attempt__002.md",".md","1181","EE233949C8F1CDADF4B701DA4479849CC107AE0C3977AF49791A4A70FFBE10A3","Evidence extract (failed_attempts/proof-attempt) documenting a failure or relevance; Termination_C includes a dead-end section with commented sorries in kappaTop case analysis and relies on heavy automation, so the proof is incomplete.","Metadata header + excerpt from the source file.","failed_attempts","proof-attempt","Termination_C includes a dead-end section with commented sorries in kappaTop case analysis and relies on heavy automation, so the proof is incomplete.","MUST_Review/MetaMD_Archive/Termination_C.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Termination_Companion__summary__001.md",".md","1028","2FD1AE57D4E3B2EAEC356C640DA7FFE83A070B051EB0EA092FD2DC16F3D79E74","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/Termination_Companion.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Termination_Consolidation_copy__summary__001.md",".md","1366","2C2D62E2DCED14D6742A85C93E9D981BEB0CECC989C72BC2316FA38CBBA8E0B1","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/Termination_Consolidation copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__TERMINATION_EXPLAINED_SIMPLY__summary__001.md",".md","1049","9E580F6E2B93C747F2CCD38E83F0A781B5BB727E3B710C007A97E8F68AD9BADA","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0667.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0667.","MUST_Review/TERMINATION_EXPLAINED_SIMPLY copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Termination_Legacy__assumption__001.md",".md","1178","843BA63381C3EA7CC4B20662032AB13352F43BFBCCBE4EC1094BA2EC06423C4B","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\Termination_Legacy.lean.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\Termination_Legacy.lean.","MUST_Review/Meta_Lean_Archive/Termination_Legacy.lean","extract",""
"extracts/03_failed_attempts/2026-01-29__Termination_Legacy__proof_attempt__001.md",".md","8798","F6FBB94B19927620A4ED5946EBE4AE83874D675985AED5D54F2E69FC97BD72C0","Evidence extract (failed_attempts/proof-attempt) documenting a failure or relevance; Termination_Legacy uses heavy tactic automation and introduces a parameterized bound to bypass the rec_succ proof, leaving the core inequality unproven.","Metadata header + excerpt from the source file.","failed_attempts","proof-attempt","Termination_Legacy uses heavy tactic automation and introduces a parameterized bound to bypass the rec_succ proof, leaving the core inequality unproven.","Legacy/MetaMD_Archive/Termination_Legacy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Termination_Legacy__proof_attempt__002.md",".md","1019","0C144323176F997EBF85323B10CE2C8A275068A134EC7475131FF45DC1165F9B","Evidence extract (failed_attempts/proof-attempt) documenting a failure or relevance; The rec_succ lemma depends on an external bound (h_mu_rec?_bound), so the core inequality is assumed rather than proved.","Metadata header + excerpt from the source file.","failed_attempts","proof-attempt","The rec_succ lemma depends on an external bound (h_mu_rec?_bound), so the core inequality is assumed rather than proved.","MUST_Review/MetaMD_Archive/Termination_Legacy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Termination_Lex__proof_attempt__001.md",".md","4029","76A1A4149D8F52C8068F261F74EC1937DBCE972CEF4162E8BBC49052CB9F5D21","Evidence extract (failed_attempts/proof-attempt) documenting a failure or relevance; The kappaTop proof applies a left-branch decrease in cases where kappaTop increases (e.g., merge void with rec?), so the lex decrease is invalid.","Metadata header + excerpt from the source file.","failed_attempts","proof-attempt","The kappaTop proof applies a left-branch decrease in cases where kappaTop increases (e.g., merge void with rec?), so the lex decrease is invalid.","Legacy/MetaMD_Archive/Termination_Lex.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Termination_Lex__proof_attempt__002.md",".md","1334","EDD85052FD89CF1C21FCB2D8B3C3B564B2DA95232E19B9CD776E51B484958DB8","Evidence extract (failed_attempts/proof-attempt) documenting a failure or relevance; The lex proof applies a left-branch kappaTop decrease broadly, but kappaTop can increase for some non-rec_succ transitions, so the measure drop is not justified.","Metadata header + excerpt from the source file.","failed_attempts","proof-attempt","The lex proof applies a left-branch kappaTop decrease broadly, but kappaTop can increase for some non-rec_succ transitions, so the measure drop is not justified.","MUST_Review/MetaMD_Archive/Termination_Lex.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Termination_Lex__sorry__001.md",".md","954","483E58C74AD3BC91352020D13E2B1B8E197E1FCBBC360AB36702A77F8BE197A1","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\Termination_Lex.lean.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\Termination_Lex.lean.","MUST_Review/Meta_Lean_Archive/Termination_Lex.lean","extract",""
"extracts/03_failed_attempts/2026-01-29__Termination_Lex3__proof_attempt__001.md",".md","2714","FF2CA31194DAEA7D1608D73B1C72AD084A4968AA1880DDF6242DE090D9E4FA58","Evidence extract (failed_attempts/proof-attempt) documenting a failure or relevance; Duplicate of Legacy\\MetaMD_Archive\\Termination_Lex3.lean.","Metadata header + excerpt from the source file.","failed_attempts","proof-attempt","Duplicate of Legacy\\MetaMD_Archive\\Termination_Lex3.lean.","MUST_Review/MetaMD_Archive/Termination_Lex3.lean","extract",""
"extracts/03_failed_attempts/2026-01-29__Termination_Plan__summary__001.md",".md","1085","3BE3E823B4F6B2B7A538DC4873681C64CCF42004E9CA2F7289DBD256678C6527","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/Termination_Plan.md","extract",""
"extracts/03_failed_attempts/2026-01-29__test_results_summary__summary__001.md",".md","648","C2B04A8B866D9F17C5D75F9950E1F7724BE4C2E9977F85FD6A01C2BB3DA25FA8","Evidence extract (tests/test-summary) documenting a failure or relevance; Summary of test results highlighting duplication problem and flip-flop.","Metadata header + excerpt from the source file.","tests","test-summary","Summary of test results highlighting duplication problem and flip-flop.","MUST_Review/test-results/test_results_summary.md","extract",""
"extracts/03_failed_attempts/2026-01-29__The_Exact_Failure_Moment__summary__001.md",".md","922","C78FE72E60B35B194723C058F386C54D512AC8FCA144B08D55144ABA279B9BDA","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0672.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0672.","MUST_Review/The_Exact_Failure_Moment copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__The_Ultimate_Failure__summary__001.md",".md","920","690007CBADB3244CF4E112EABA1D22AB7D3795254D9BC4BA58272AB78B19E030","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/The_Ultimate_Failure.md","extract",""
"extracts/03_failed_attempts/2026-01-29__tricking-lean-ordinal__screenshot__001.md",".md","700","A42E8603CF46AE1E6FBF7510DF0D438744749F56CFFEAB1B754BA2EE57849D59","Evidence extract (failed_attempts/screenshot) documenting a failure or relevance; Screenshot alleges false inequality and shadowed hypothesis in Lean proof.","Metadata header + excerpt from the source file.","failed_attempts","screenshot","Screenshot alleges false inequality and shadowed hypothesis in Lean proof.","MUST_Review/chats/tricking-lean-ordinal.png","extract",""
"extracts/03_failed_attempts/2026-01-29__Turing_Completeness_Assessment__analysis__001.md",".md","635","9F48B01D5A0764BAFB44FBB7A26D50735F9EFB1A2F594DE8581A9ADAC7128E64","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Claims SN implies not Turing complete, relying on termination proof.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Claims SN implies not Turing complete, relying on termination proof.","MUST_Review/Gemeni-3-Test/Turing_Completeness_Assessment.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Universal_Rules__summary__001.md",".md","1411","9C0122934F5FA20142D4962AA8A80A341C8FC18F2DFB756ADA9C5E01C1967727","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/Universal_Rules.md","extract",""
"extracts/03_failed_attempts/2026-01-29__WHAT_ARE_THE_PARAMETERS__summary__001.md",".md","783","EA10DF1EDC718DDE6814B33AAE9FAAC23A471839ABEDBB1519104EB7216F1907","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0687.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0687.","MUST_Review/WHAT_ARE_THE_PARAMETERS copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Why_AI_Fails_At_RecSucc_Logic__analysis__deep__001.md",".md","1022","8F543D04B054B29CDAE04B5C88F66A7AC7AA255A61601AF250A715888D94BBD7","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Argument that rec_succ duplication creates self-referential loops and model flip-flops.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Argument that rec_succ duplication creates self-referential loops and model flip-flops.","MUST_Review/Why_AI_Fails_At_RecSucc_Logic.pdf","extract",""
"extracts/03_failed_attempts/2026-01-29__Why_AI_Fails_At_RecSucc_Logic__summary__001.md",".md","657","3419CC5B3B89C4050D3DA9FEE4EB43ED106E08ECBC7DED2C974F48346E34B49A","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0690.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0690.","MUST_Review/Why_AI_Fails_At_RecSucc_Logic copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__WHY_APP_EXISTS__summary__001.md",".md","772","7D491C98DC6323AEBE9B7584AEB6D5525450252F6E6FC6AD31610AB0030508D1","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0694.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0694.","MUST_Review/WHY_APP_EXISTS copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Why_RecSucc_Matters__summary__001.md",".md","1085","71DA4B1170E2D02E61DF151716E83077D41014F6E38AB12956AD0F0680AEE1B1","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0697.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0697.","MUST_Review/Why_RecSucc_Matters copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__WrongPredictions__summary__001.md",".md","1581","448AF6386787C0C8A27CB00A962BC48D614E09B766643449FB8B2BCD45AAAC76","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0378.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0378.","MUST_Review/WrongPredictions.md","extract",""
"extracts/03_failed_attempts/README.md",".md","265","89087B4F5318C56BB61F8010BD1969FD84F99C139192678CF3348F1E026496C4","Failed proof attempts, Lean diagnostics, and termination dead ends.","Failed-attempt extracts with metadata headers.","","","","","",""
"extracts/04_analysis/README.md",".md","271","3ABAF8244A2444AC89C5AEB8C6CE5CB827960EFAA77F86F228BD778892D2C1BE","Cross‑file analyses, synthesis notes, and higher‑level reasoning about failure patterns.","Analysis extracts with metadata headers.","","","","","",""
"extracts/05_misc/2026-01-29__1_Universal_Rules__protocol__001.md",".md","525","388CEF1E4AAEEB82F98CDFB7F6897C81838301877D9B9C9952837CFBEA35A03A","Evidence extract (misc/guide) documenting a failure or relevance; Universal rules and execution contract.","Metadata header + excerpt from the source file.","misc","guide","Universal rules and execution contract.","MUST_Review/1.Universal_Rules.md","extract",""
"extracts/05_misc/2026-01-29__10-26-25-Grok4__analysis__001.md",".md","1263","0BADC7C8DF75CD859250AFC1360F757690C8E9E2D62142FBD6B62BBC7B9DDDB7","Evidence extract (misc/analysis) documenting a failure or relevance; References external web validation while advising an internal-only ordinal proof.","Metadata header + excerpt from the source file.","misc","analysis","References external web validation while advising an internal-only ordinal proof.","MUST_Review/chats/10-26-25-Grok4.md","extract",""
"extracts/05_misc/2026-01-29__10-27-25-Gemini-pro-2.5__analysis__001.md",".md","992","BD3A4A56909DA42D4D9CB729E4A14F56650574C6A38D53C73367922F941B97EF","Evidence extract (misc/analysis) documenting a failure or relevance; Claims unique normal forms and decidable equality from SN without establishing confluence or normalization-by-evaluation.","Metadata header + excerpt from the source file.","misc","analysis","Claims unique normal forms and decidable equality from SN without establishing confluence or normalization-by-evaluation.","MUST_Review/chats/10-27-25-Gemini-pro-2.5.md","extract",""
"extracts/05_misc/2026-01-29__10-27-25-Grok4__analysis__001.md",".md","929","AB696152692C951CD594449B08BF3560ABC08E281D7CFA671955C5B2F6EADDB3","Evidence extract (misc/analysis) documenting a failure or relevance; Proposes multiset-order termination without adapting to the kernel?s constraints or providing a derivation.","Metadata header + excerpt from the source file.","misc","analysis","Proposes multiset-order termination without adapting to the kernel?s constraints or providing a derivation.","MUST_Review/chats/10-27-25-Grok4.md","extract",""
"extracts/05_misc/2026-01-29__10-28-25-O3__analysis__001.md",".md","1128","CEEA733B3FDFD1A796C2CC2B0258140C545CD91E4437B7E150515B8E8892CF4F","Evidence extract (misc/analysis) documenting a failure or relevance; Asserts operator-only foundations are feasible without addressing the specific kernel constraints or proof obligations.","Metadata header + excerpt from the source file.","misc","analysis","Asserts operator-only foundations are feasible without addressing the specific kernel constraints or proof obligations.","MUST_Review/chats/10-28-25-O3.md","extract",""
"extracts/05_misc/2026-01-29__10-30-25-11AM-GPT-5-Codex__analysis__001.md",".md","1116","8C53BC720663AE236C5070FC440804843D78C1AF8103366EDCFE7A7494902FC1","Evidence extract (misc/analysis) documenting a failure or relevance; Assumes root-only rewrites and absence of cycles without establishing these constraints in Kernel.lean.","Metadata header + excerpt from the source file.","misc","analysis","Assumes root-only rewrites and absence of cycles without establishing these constraints in Kernel.lean.","MUST_Review/chats/10-30-25-11AM-GPT-5-Codex.md","extract",""
"extracts/05_misc/2026-01-29__11-01-25-1200PM-GPT-5_Codex-High__analysis__001.md",".md","1100","DF81E47F72A08E03AAC95DC6791CD64178458DABA184F47F53AF5E98AE5D791C","Evidence extract (misc/analysis) documenting a failure or relevance; Assumes root-only rewrites and no cycles without establishing those constraints from the kernel.","Metadata header + excerpt from the source file.","misc","analysis","Assumes root-only rewrites and no cycles without establishing those constraints from the kernel.","MUST_Review/chats/11-01-25-1200PM-GPT-5_Codex-High.md","extract",""
"extracts/05_misc/2026-01-29__11-01-25-1225-GPT-OSS-12__analysis__001.md",".md","1078","B8024EDD1D1F4E41F0F4888506B683BA2B84A82D51A9E3C79E6B8AC0A6A69107","Evidence extract (misc/analysis) documenting a failure or relevance; Asserts a lexicographic measure decreases on every rule without establishing it for all rules.","Metadata header + excerpt from the source file.","misc","analysis","Asserts a lexicographic measure decreases on every rule without establishing it for all rules.","MUST_Review/chats/11-01-25-1225-GPT-OSS-12.md","extract",""
"extracts/05_misc/2026-01-29__11-01-25-DeepSeek-R1__analysis__001.md",".md","1108","9F2B5C62CC48138629BD7D3C390154D94EF2FA2CDD16604F9052D6A409A6CA33","Evidence extract (misc/analysis) documenting a failure or relevance; Proposes combinatory-logic operators and rewrite rules despite the no-axioms/no-borrowed-logic constraint.","Metadata header + excerpt from the source file.","misc","analysis","Proposes combinatory-logic operators and rewrite rules despite the no-axioms/no-borrowed-logic constraint.","MUST_Review/chats/11-01-25-DeepSeek-R1.md","extract",""
"extracts/05_misc/2026-01-29__11-01-25-GLM-4.6-Copilot__analysis__001.md",".md","1086","473ABC57A104C4DA8E814A410BE57A5F8229FD7D7F375930B70AEFDBA131F1FB","Evidence extract (misc/analysis) documenting a failure or relevance; Asserts termination from informal reasoning about pear constructors and lack of rewrite rules without formal proof.","Metadata header + excerpt from the source file.","misc","analysis","Asserts termination from informal reasoning about pear constructors and lack of rewrite rules without formal proof.","MUST_Review/chats/11-01-25-GLM-4.6-Copilot.md","extract",""
"extracts/05_misc/2026-01-29__2_Expanded_Ordinal_Toolkit__reference__001.md",".md","495","3DEE4FA63E202A74FB8091303CCD856025F8D8E65CA3F6D46CEF4CD0C7FF6744","Evidence extract (misc/reference) documenting a failure or relevance; Ordinal lemma inventory and hazards.","Metadata header + excerpt from the source file.","misc","reference","Ordinal lemma inventory and hazards.","MUST_Review/2.Expanded_Ordinal_Toolkit.md","extract",""
"extracts/05_misc/2026-01-29__2_Why__summary__001.md",".md","754","A39C4B6447F4099D9DE1CBCE2BC0B150D1926ECD1EDF6134233FF8732A622F8B","Evidence extract (misc/pdf) documenting a failure or relevance; Duplicate of FRV2-0439.","Metadata header + excerpt from the source file.","misc","pdf","Duplicate of FRV2-0439.","MUST_Review/2 · Why copy.pdf","extract",""
"extracts/05_misc/2026-01-29__2.Expanded_Ordinal_Toolkit__redirect__001.md",".md","661","6E2728CE4769D5F37ADC4382D8205B4D837C5144EEAD9F431AA3B74CA9C55B30","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0337.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0337.","MUST_Review/2.Expanded_Ordinal_Toolkit copy.md","extract",""
"extracts/05_misc/2026-01-29__2025-08-21-continued-session__protocol__001.md",".md","870","15929282D50A657B66555D4C514C33F1D975058E25257E06FD191D49EA04244D","Evidence extract (misc/transcript) documenting a failure or relevance; Duplicate of FRV2-0130.","Metadata header + excerpt from the source file.","misc","transcript","Duplicate of FRV2-0130.","MUST_Review/2025-08-21-this-session-is-being-continued-from-a-previous-co.txt","extract",""
"extracts/05_misc/2026-01-29__2025-08-25-openwebui-config__misc__001.md",".md","713","A1375EDC258E2232A2A6AEA5E4075FA8FE27A86555627E9B0C3C0648D8A653DA","Evidence extract (misc/transcript) documenting a failure or relevance; General tooling session; not kernel evidence.","Metadata header + excerpt from the source file.","misc","transcript","General tooling session; not kernel evidence.","MUST_Review/chats/2025-08-25-caveat-the-messages-below-were-generated-by-the-u.txt","extract",""
"extracts/05_misc/2026-01-29__2025-10-22-caveat__protocol__001.md",".md","959","9DDC51F9BE2A9356A3DB4E8D168A6B0E4A85CA16268DD1A907AEE7CE8388DF79","Evidence extract (misc/transcript) documenting a failure or relevance; Transcript shows the agent reading unrelated files during the session.","Metadata header + excerpt from the source file.","misc","transcript","Transcript shows the agent reading unrelated files during the session.","MUST_Review/chats/2025-10-22-caveat-the-messages-below-were-generated-by-the-u.txt","extract",""
"extracts/05_misc/2026-01-29__2025-10-23-validator__misc__001.md",".md","734","4BE0D586330B387CBF9DD718748E3C800339C3B07EC44743689C11EB2D25D116","Evidence extract (misc/transcript) documenting a failure or relevance; General tooling session; not kernel evidence.","Metadata header + excerpt from the source file.","misc","transcript","General tooling session; not kernel evidence.","MUST_Review/chats/2025-10-23-caveat-the-messages-below-were-generated-by-the-u.txt","extract",""
"extracts/05_misc/2026-01-29__2025-10-29-sonnet-4.5-good-fail__analysis__001.md",".md","907","B4613C565F63355D645DEE8069AE37287DCD7548C8800AF1BD8F57F591E388AD","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0135.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0135.","MUST_Review/test-results/2025-10-29-Opus-4.1.txt","extract",""
"extracts/05_misc/2026-01-29__2025-11-01-1100AM-sonnet-4.5__protocol__001.md",".md","764","8574769F02819F09403270A3C86ACBA239EC94753BFF33A7FFB6EE917A748EFA","Evidence extract (misc/transcript) documenting a failure or relevance; Reads OperatorKernelO6\\CLAUDE.md despite user restriction to only Kernel.lean.","Metadata header + excerpt from the source file.","misc","transcript","Reads OperatorKernelO6\\CLAUDE.md despite user restriction to only Kernel.lean.","MUST_Review/chats/2025-11-01-1100AM-Sonnet-4.5.txt","extract",""
"extracts/05_misc/2026-01-29__2025-11-01-1240pm-bridge__protocol__001.md",".md","974","17945D2F5A1AA4266ED5C8618BF716ACA571F36731C9992342F94DF6E1F9C1F5","Evidence extract (misc/transcript) documenting a failure or relevance; Reads additional analysis files (Kernel.lean, strict_analysis.md, mpo_solution.md) beyond the shared transcript without explicit request.","Metadata header + excerpt from the source file.","misc","transcript","Reads additional analysis files (Kernel.lean, strict_analysis.md, mpo_solution.md) beyond the shared transcript without explicit request.","MUST_Review/chats/2025-11-01-cusersmosescentral-servers2025-10-30-1240pm-o.txt","extract",""
"extracts/05_misc/2026-01-29__2025-11-01-sonnet-4.5__protocol__001.md",".md","757","FF9FCD60DD80D060074BE5D08BEA34B5AF5E71E51278CF7A4F2F63A80DB9D31E","Evidence extract (misc/transcript) documenting a failure or relevance; Reads OperatorKernelO6\\CLAUDE.md despite user restriction to only Kernel.lean.","Metadata header + excerpt from the source file.","misc","transcript","Reads OperatorKernelO6\\CLAUDE.md despite user restriction to only Kernel.lean.","MUST_Review/chats/2025-11-01-Sonnet-4.5.txt","extract",""
"extracts/05_misc/2026-01-29__27-10-25-codex__analysis__001.md",".md","983","3D6E5BD4861FE520B4D7C62F7457FDC9362B8FCB87E3560A1EDDA5709C458829","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of MUST_Review\\chats\\27-10-25-codex-.md.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of MUST_Review\\chats\\27-10-25-codex-.md.","MUST_Review/chats/codex-math.md","extract",""
"extracts/05_misc/2026-01-29__3.Termination_Consolidation__summary__001.md",".md","735","7CFA1D4BF62D5233D628521A88F7A6C616BEDE1C6A442A5732BEA6BEC16D8C13","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0145.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0145.","MUST_Review/3.Termination_Consolidation.md","extract",""
"extracts/05_misc/2026-01-29__5_Pro__guidance__001.md",".md","608","00DC3D40812E218F6B65F16D8A5DCF02593CAAF372957F2A4A4AA61CD7C2DEF4","Evidence extract (misc/guidance) documenting a failure or relevance; Duplicate of FRV2-0402.","Metadata header + excerpt from the source file.","misc","guidance","Duplicate of FRV2-0402.","MUST_Review/5-Pro.md","extract",""
"extracts/05_misc/2026-01-29__5th_6th_candidates_html__summary__001.md",".md","780","091035A4AEA9213A6BFCD0DFAFAF033C02DC7B7E8927EAC6C0BE02CD87BAF37A","Evidence extract (misc/pdf) documenting a failure or relevance; PDF document; requires review for technical claims.","Metadata header + excerpt from the source file.","misc","pdf","PDF document; requires review for technical claims.","MUST_Review/5th-6th candidates.html.pdf","extract",""
"extracts/05_misc/2026-01-29__A_Constructive_Ordinal_Skeleton__analysis__001.md",".md","662","06A8F115B86CC572F8428037E16D0154FB052FFF31127342B7FD2BAD38CA994B","Evidence extract (misc/roadmap) documenting a failure or relevance; Design skeleton for CNF ordinal toolkit.","Metadata header + excerpt from the source file.","misc","roadmap","Design skeleton for CNF ordinal toolkit.","MUST_Review/Docs/A_Constructive_Ordinal_Skeleton.md","extract",""
"extracts/05_misc/2026-01-29__Agent__html__001.md",".md","495","9A3DFC9D53FF8C2E8DC6AACC661BB6D3D25C6769979EB434B4086AD96A0FFC8C","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Agent.pdf","extract",""
"extracts/05_misc/2026-01-29__AI_BrainStorm_SN__analysis__002.md",".md","5302","A2AF01425B2B4F8C600B01DD64CAFC6804FDC8345B59DB6075C3B929335F2CB2","Evidence extract (misc/analysis) documenting a failure or relevance; Planning notes; not direct evidence of a failure, but records proposed remediation steps.","Metadata header + excerpt from the source file.","misc","analysis","Planning notes; not direct evidence of a failure, but records proposed remediation steps.","MUST_Review/MetaMD_Archive/AI_BrainStorm_SN.md","extract",""
"extracts/05_misc/2026-01-29__AI_Generated_Mathematical_Proofs_Techn__summary__001.md",".md","936","51CF1A093238E43A47222C0B5C33C13332C70BEE35DDAF7F25545794614E06B2","Evidence summary (misc/reference). Summary of AI-generated mathematical proofs paper (context/reference).","Metadata header + summary excerpt.","","","","","",""
"extracts/05_misc/2026-01-29__AI_Retardation_Differential_Diagnostic__summary__001.md",".md","661","272742C1C4AD80BFBC2BCF389F017A999C485EEFD5DEAD060493FBB28C9804C7","Evidence extract (misc/pdf) documenting a failure or relevance; PDF document; requires review for technical claims.","Metadata header + excerpt from the source file.","misc","pdf","PDF document; requires review for technical claims.","MUST_Review/AI_Retardation_Differential_Diagnostic.pdf","extract",""
"extracts/05_misc/2026-01-29__all_suggestions__analysis__001.md",".md","525","E472D9AFE67ACA6849B61EE04751E5591EBC4F3F165776335975FD5BB76791B2","Evidence extract (misc/analysis) documenting a failure or relevance; Consolidated suggestion dump; not a proof artifact.","Metadata header + excerpt from the source file.","misc","analysis","Consolidated suggestion dump; not a proof artifact.","MUST_Review/all_suggestions.md","extract",""
"extracts/05_misc/2026-01-29__all_suggestions__analysis__002.md",".md","2753","A11A76F304800D02E0D9114956CA816E9A09DBB2A9BE375200714F97B9229FCD","Evidence extract (misc/analysis) documenting a failure or relevance; Duplicate of FRV2-0060.","Metadata header + excerpt from the source file.","misc","analysis","Duplicate of FRV2-0060.","MUST_Review/all_suggestions copy.md","extract",""
"extracts/05_misc/2026-01-29__Analysis_of_Limitations_Paper_and_Warnings__summary__001.md",".md","657","14D9FD3F7B6D892DFF12B006B2467A48952718A93A3C5B31871A9B8FEC5A844E","Evidence extract (misc/report) documenting a failure or relevance; Contextual analysis tying external limitations paper to OC warnings.","Metadata header + excerpt from the source file.","misc","report","Contextual analysis tying external limitations paper to OC warnings.","MUST_Review/Gemeni-3-Test/Analysis_of_Limitations_Paper_and_Warnings.md","extract",""
"extracts/05_misc/2026-01-29__Anthropic_Claude4_ArsTechnica__pdf__001.md",".md","653","A06D2BE1488FABDB5A3C8ADF4ACA5308EB33EC4A2E5E612CA8A02BF02A73E782","Evidence extract (misc/pdf) documenting a failure or relevance; PDF text extraction unreadable; needs OCR/manual review.","Metadata header + excerpt from the source file.","misc","pdf","PDF text extraction unreadable; needs OCR/manual review.","MUST_Review/AI-Model-Test/Hidden AI instructions reveal how Anthropic controls Claude 4 - Ars Technica.pdf","extract",""
"extracts/05_misc/2026-01-29__ARCHIVE_INDEX__summary__001.md",".md","980","627F470C95622268910F1B081F014B7E640DB024CAB7011765059C808F31CCAE","Evidence extract (misc/guide) documenting a failure or relevance; Duplicate of FRV2-0471.","Metadata header + excerpt from the source file.","misc","guide","Duplicate of FRV2-0471.","MUST_Review/ARCHIVE_INDEX copy.md","extract",""
"extracts/05_misc/2026-01-29__Arithmetic__html__001.md",".md","510","AB3EE1D4C490D61BE1387F3AA7FA366666D072780311DD6673C95F6B944C0F43","Evidence extract (misc/pdf) documenting a failure or relevance; PDF duplicate of corresponding .html content.","Metadata header + excerpt from the source file.","misc","pdf","PDF duplicate of corresponding .html content.","MUST_Review/Docs/Arithmetic.pdf","extract",""
