"RelPath","FullName","Extension","SizeBytes","LastWriteTime","TopLevel","SHA256"
"Untitled (7).html copy.pdf","Untitled (7).html copy.pdf",".pdf","178314","08/11/2025 10:33:53","Untitled (7).html copy.pdf","F1FFEDC3DD4CF80352BC4BED2E5D49F78860F6C3B30F6A363FC0AE7D5D93C9DA"
"Untitled (7).html.pdf","Untitled (7).html.pdf",".pdf","178314","08/11/2025 10:33:53","Untitled (7).html.pdf","F1FFEDC3DD4CF80352BC4BED2E5D49F78860F6C3B30F6A363FC0AE7D5D93C9DA"
"UntitledCodex-Export-1 copy 2.md","UntitledCodex-Export-1 copy 2.md",".md","19850","12/09/2025 22:16:49","UntitledCodex-Export-1 copy 2.md","FF7316C0F179D13E3419DEF2A1E08A72CAAA9AF0A99A6781DBC930EB26936058"
"UntitledCodex-Export-1 copy.md","UntitledCodex-Export-1 copy.md",".md","19850","12/09/2025 22:16:49","UntitledCodex-Export-1 copy.md","FF7316C0F179D13E3419DEF2A1E08A72CAAA9AF0A99A6781DBC930EB26936058"
"UntitledCodex-Export-1.md","UntitledCodex-Export-1.md",".md","19850","12/09/2025 22:16:49","UntitledCodex-Export-1.md","FF7316C0F179D13E3419DEF2A1E08A72CAAA9AF0A99A6781DBC930EB26936058"
"Updated_Chats_Combined_complete.pdf","Updated_Chats_Combined_complete.pdf",".pdf","12189051","12/16/2025 16:45:13","Updated_Chats_Combined_complete.pdf","9800934F992A98176EDAD7E452B4CDD86B0D261E7751BD874A02D6C63BD10F06"
"VIABLE MINIMAL-KERNEL CANDIDATES.docx","VIABLE MINIMAL-KERNEL CANDIDATES.docx",".docx","10828","10/24/2025 04:42:34","VIABLE MINIMAL-KERNEL CANDIDATES.docx","18EB0D96B47FAD117C687E4D831A42EFD0FFBA6838AC219D8FECBA7F7CF56063"
"VIABLE MINIMAL-KERNEL CANDIDATES.pdf","VIABLE MINIMAL-KERNEL CANDIDATES.pdf",".pdf","47860","08/18/2025 07:39:47","VIABLE MINIMAL-KERNEL CANDIDATES.pdf","A35F68A1C41E9B9FE117319C15893E8A7A46D46EA9665C7F55A4F2FA1E613951"
"VIABLE_MINIMAL-KERNEL_CANDIDATES.md","VIABLE_MINIMAL-KERNEL_CANDIDATES.md",".md","3769","11/02/2025 08:45:32","VIABLE_MINIMAL-KERNEL_CANDIDATES.md","A4591E6ECC099188FEA7456856BBE56A9C1D5CDC05D5E30CFAC5734F694E7FC0"
"What you should do now copy.pdf","What you should do now copy.pdf",".pdf","203594","08/11/2025 10:24:39","What you should do now copy.pdf","B154DF245A6031CEDFA58217E14005D5167FFA5276CB6DF7D2E2350A9C238CFF"
"What you should do now.pdf","What you should do now.pdf",".pdf","203594","08/11/2025 10:24:39","What you should do now.pdf","B154DF245A6031CEDFA58217E14005D5167FFA5276CB6DF7D2E2350A9C238CFF"
"WHAT_ARE_THE_PARAMETERS copy 2.md","WHAT_ARE_THE_PARAMETERS copy 2.md",".md","2851","10/23/2025 06:39:09","WHAT_ARE_THE_PARAMETERS copy 2.md","B4934F7678566BD898CE355E902984968BD82663E16DC5671FC3830C78F02F76"
"WHAT_ARE_THE_PARAMETERS copy.md","WHAT_ARE_THE_PARAMETERS copy.md",".md","2851","10/23/2025 06:39:09","WHAT_ARE_THE_PARAMETERS copy.md","B4934F7678566BD898CE355E902984968BD82663E16DC5671FC3830C78F02F76"
"WHAT_ARE_THE_PARAMETERS.md","WHAT_ARE_THE_PARAMETERS.md",".md","2851","10/23/2025 06:39:09","WHAT_ARE_THE_PARAMETERS.md","B4934F7678566BD898CE355E902984968BD82663E16DC5671FC3830C78F02F76"
"Why_AI_Fails_At_RecSucc_Logic copy 2.md","Why_AI_Fails_At_RecSucc_Logic copy 2.md",".md","10292","01/26/2026 14:25:27","Why_AI_Fails_At_RecSucc_Logic copy 2.md","2BFE8DEEB7DFF7D73754F3982FB0C185D8AB418985DF3607A1A75D2AA4B36732"
"Why_AI_Fails_At_RecSucc_Logic copy.md","Why_AI_Fails_At_RecSucc_Logic copy.md",".md","10292","01/26/2026 14:25:27","Why_AI_Fails_At_RecSucc_Logic copy.md","2BFE8DEEB7DFF7D73754F3982FB0C185D8AB418985DF3607A1A75D2AA4B36732"
"Why_AI_Fails_At_RecSucc_Logic.md","Why_AI_Fails_At_RecSucc_Logic.md",".md","10292","01/26/2026 14:25:27","Why_AI_Fails_At_RecSucc_Logic.md","2BFE8DEEB7DFF7D73754F3982FB0C185D8AB418985DF3607A1A75D2AA4B36732"
"Why_AI_Fails_At_RecSucc_Logic.pdf","Why_AI_Fails_At_RecSucc_Logic.pdf",".pdf","112419","12/09/2025 23:02:08","Why_AI_Fails_At_RecSucc_Logic.pdf","E6B8AC71CE93EDDAA3BA0A69E8329A037DF01B6170BC0C1348F519FA8F5F7EBC"
"WHY_APP_EXISTS copy 2.md","WHY_APP_EXISTS copy 2.md",".md","3131","10/23/2025 06:38:34","WHY_APP_EXISTS copy 2.md","44A8271C62A9673F8DC9CB50E555F06FA55F6B26C188F919A06B8B72A12E2FDC"
"WHY_APP_EXISTS copy.md","WHY_APP_EXISTS copy.md",".md","3131","10/23/2025 06:38:34","WHY_APP_EXISTS copy.md","44A8271C62A9673F8DC9CB50E555F06FA55F6B26C188F919A06B8B72A12E2FDC"
"WHY_APP_EXISTS.md","WHY_APP_EXISTS.md",".md","3131","10/23/2025 06:38:34","WHY_APP_EXISTS.md","44A8271C62A9673F8DC9CB50E555F06FA55F6B26C188F919A06B8B72A12E2FDC"
"Why_RecSucc_Matters copy 2.md","Why_RecSucc_Matters copy 2.md",".md","6730","10/29/2025 21:16:29","Why_RecSucc_Matters copy 2.md","631EF108F8D919C9212271075C7BA202B26FBCEE2E83570155C30FE1B5563F9C"
"Why_RecSucc_Matters copy 3.md","Why_RecSucc_Matters copy 3.md",".md","6730","10/29/2025 21:16:29","Why_RecSucc_Matters copy 3.md","631EF108F8D919C9212271075C7BA202B26FBCEE2E83570155C30FE1B5563F9C"
"Why_RecSucc_Matters copy 4.md","Why_RecSucc_Matters copy 4.md",".md","6730","10/29/2025 21:16:29","Why_RecSucc_Matters copy 4.md","631EF108F8D919C9212271075C7BA202B26FBCEE2E83570155C30FE1B5563F9C"
"Why_RecSucc_Matters copy.md","Why_RecSucc_Matters copy.md",".md","6730","10/29/2025 21:16:29","Why_RecSucc_Matters copy.md","631EF108F8D919C9212271075C7BA202B26FBCEE2E83570155C30FE1B5563F9C"
"Why_RecSucc_Matters.md","Why_RecSucc_Matters.md",".md","6730","10/29/2025 21:16:29","Why_RecSucc_Matters.md","631EF108F8D919C9212271075C7BA202B26FBCEE2E83570155C30FE1B5563F9C"
"Why_RecSucc_Matters.pdf","Why_RecSucc_Matters.pdf",".pdf","107311","12/09/2025 23:03:43","Why_RecSucc_Matters.pdf","3A77018FE94240595B7D86AE9C5E6569DF8BD4CE562B8B76415F7BA7FFC2F41A"
"WrongPredictions.md","WrongPredictions.md",".md","7099","09/02/2025 02:31:33","WrongPredictions.md","D9F86BA2A2E3C6FE45C850C941386B103117C3AE55D7137C0127A2F50DCF4376"
"AI-Model-Test\blog-post-gpt-5.2-analysis.md","AI-Model-Test/blog-post-gpt-5.2-analysis.md",".md","6093","01/02/2026 20:15:53","AI-Model-Test","87A73EF145CDB663C415763EEE9F3637C29BFC16C1AB4F6313C10EDA487E9F51"
"AI-Model-Test\blog-post-gpt-5.2-analysis.pdf","AI-Model-Test/blog-post-gpt-5.2-analysis.pdf",".pdf","80316","01/02/2026 20:04:34","AI-Model-Test","D372B763DAE1E40612F5E9EA0151480B30C4AA6507006FD0534B044885FD6168"
"AI-Model-Test\chatshitpiss-defamation.md","AI-Model-Test/chatshitpiss-defamation.md",".md","39306","12/09/2025 21:02:18","AI-Model-Test","9796AB0DE0585A4A99BBF905360142B78748F249CD42BAAE1A8025F04EF34C26"
"AI-Model-Test\chatshitpiss-defamation.pdf","AI-Model-Test/chatshitpiss-defamation.pdf",".pdf","3937126","01/01/2026 18:01:46","AI-Model-Test","AAA002BFB28DD517874A8299F2D5C9B9AE74B2944772878EC4F49D8922CD47AB"
"AI-Model-Test\claude-code-system-prompt.md","AI-Model-Test/claude-code-system-prompt.md",".md","35801","12/09/2025 21:18:55","AI-Model-Test","B08686C6917575F72A1151B7F01C6111340CF3B4390E45A10EBE8B15F4C98A60"
"AI-Model-Test\claude-code-system-prompt.pdf","AI-Model-Test/claude-code-system-prompt.pdf",".pdf","3953377","01/01/2026 18:02:00","AI-Model-Test","FA79330BBAE2859A7169E17A89E2D03BC49727D36B51C9AFF005B34EBFB4317C"
"AI-Model-Test\Codex-shitpiss.md","AI-Model-Test/Codex-shitpiss.md",".md","4130","12/09/2025 19:34:54","AI-Model-Test","4F52959D8606A9E717AC78CFC3BE772BB6994A9D6ED952B45A4DAAD18A07C5B8"
"AI-Model-Test\Codex-shitpiss.pdf","AI-Model-Test/Codex-shitpiss.pdf",".pdf","38191","12/09/2025 20:24:00","AI-Model-Test","8586A03AEE6EDB1B39330F7C08F6B15CDBED6032FA4232CE3EADA29E04F40302"
"AI-Model-Test\gemini-quantum.pdf","AI-Model-Test/gemini-quantum.pdf",".pdf","3921473","12/09/2025 22:04:52","AI-Model-Test","BCBD04B962DD51D763CD3C16D13073A6484715B7CF7AD414A574A50565A8687D"
"AI-Model-Test\GLP-Model.md","AI-Model-Test/GLP-Model.md",".md","7286","11/30/2025 10:19:12","AI-Model-Test","D25291856F897F92315ABC714D0A74DEB24F98F71401F6667A920F23302FCF01"
"AI-Model-Test\GPT-5.1-Config-Error.md","AI-Model-Test/GPT-5.1-Config-Error.md",".md","16569","11/27/2025 15:35:19","AI-Model-Test","706296773F34C47B68EF105E3C65A297D3355E15EDD4B1BD1DF27370FAB08A6C"
"AI-Model-Test\GPT-5.1-Config-Error.pdf","AI-Model-Test/GPT-5.1-Config-Error.pdf",".pdf","3913168","12/09/2025 20:24:55","AI-Model-Test","A15B74798A5A40A80730E287E0995CCC2626B0E89C6D05544E04317785AB919B"
"AI-Model-Test\GPT-5.1-Params_1.md","AI-Model-Test/GPT-5.1-Params_1.md",".md","16276","11/27/2025 10:53:11","AI-Model-Test","12815167A749CA76E51166E150108F340D7DED68C247EC1A8974C9129D219BDD"
"AI-Model-Test\GPT-5.1-Params_1.pdf","AI-Model-Test/GPT-5.1-Params_1.pdf",".pdf","3976271","12/09/2025 20:26:39","AI-Model-Test","8D65FCB87EB448B83E11B68270964F89CD5B40296F1E0CEF0CE49B8D22B1C221"
"AI-Model-Test\GPT-5.1-Params_2.md","AI-Model-Test/GPT-5.1-Params_2.md",".md","32209","11/27/2025 12:00:44","AI-Model-Test","9CCBB1C74C78B901AD9CAD048C5EAB9B2AD3193188D36CE1DF4E0F1D889A36D1"
"AI-Model-Test\GPT-5.1.pdf","AI-Model-Test/GPT-5.1.pdf",".pdf","115074","11/27/2025 08:40:41","AI-Model-Test","9D296B52E0D9114B169840078CFF3B12BE0944217A6B4E172D90F4B71164E6B2"
"AI-Model-Test\GPT-Model.pdf","AI-Model-Test/GPT-Model.pdf",".pdf","85673","12/09/2025 20:24:40","AI-Model-Test","AA624A21C76E7BDB29D7AD5E2BD58ED1EA2EF8CCC092585F7B33A4F34CBFAFA2"
"AI-Model-Test\Hidden AI instructions reveal how Anthropic controls Claude 4 - Ars Technica.pdf","AI-Model-Test/Hidden AI instructions reveal how Anthropic controls Claude 4 - Ars Technica.pdf",".pdf","3123885","12/09/2025 20:44:29","AI-Model-Test","D2EBF355E97D500E40F76A5994DBA42F3CE079BCE68AAE5C7E3E961A791B0F35"
"AI-Model-Test\Highlights from the Claude 4 system prompt.pdf","AI-Model-Test/Highlights from the Claude 4 system prompt.pdf",".pdf","1841141","12/09/2025 20:45:40","AI-Model-Test","D9E59DA359CCE76E38EE161C341F9212D6B41CE2F1BEA7BE190EED689C694160"
"AI-Model-Test\multiple-models.md","AI-Model-Test/multiple-models.md",".md","11972","12/01/2025 05:01:21","AI-Model-Test","F2ECD6146FC5B03C781E161134CC7641ED891A8F6A84DD35F1968D954CEE50E0"
"AI-Model-Test\open-gdrive.png","AI-Model-Test/open-gdrive.png",".png","321216","12/09/2025 21:06:53","AI-Model-Test","ED5D37A912C030E5294C9151D5E00DD9ABFDEC440032CFAA0B07CB46539523A6"
"AI-Model-Test\What-Model-Are-You.md","AI-Model-Test/What-Model-Are-You.md",".md","14931","11/27/2025 03:03:15","AI-Model-Test","ECE13E924A07EA427422EDADB138DA47696DEBAC9049D7FAEC304C43FFF48DAB"
"Archive\AI_fails_analysis.md","Archive/AI_fails_analysis.md",".md","5190","10/27/2025 22:18:50","Archive","8FE0B559D1EF93124C2941AA553EF5B0675A8A673706AE4CD121C9631A4A6509"
"Archive\fails_2.md","Archive/fails_2.md",".md","10651","08/18/2025 07:39:47","Archive","988DE49D3CA60F77EA430293B67727A0941D825C77A36046B8256D86FF19FB23"
"Archive\fails_3.md","Archive/fails_3.md",".md","10954","08/18/2025 07:39:47","Archive","FD43A54BE062CEE146E68A4EFA8737DE5C5C0DEF835EED23301D2110124CFB75"
"Archive\fails.md","Archive/fails.md",".md","5942","08/18/2025 07:39:47","Archive","08DEF1F5BB775090695C61060645F8B79C40982E546001BAF26F55B7503B21DF"
"Archive\Meta_Directory_Analysis.md","Archive/Meta_Directory_Analysis.md",".md","39346","10/27/2025 23:59:03","Archive","93F5712FE4504430894546467F79669F7173BDE3A1D69E27C52A45160B30065C"
"Archive\o3_fails_consolidated.md","Archive/o3_fails_consolidated.md",".md","4677","08/18/2025 07:39:47","Archive","E91EFEC7034E13A78359B57AFD08F8BBC9C2E8EF8491C121A46B511EFD8B7FAA"
"Archive\o4_support.docx","Archive/o4_support.docx",".docx","169830","08/18/2025 07:39:47","Archive","6F9B872A650E02F578012A59F1131A545CB9779AFB5E3E042A553A50413DA7C9"
"Archive\Operator Centric Foundations of Godelian Incompleteness.md","Archive/Operator Centric Foundations of Godelian Incompleteness.md",".md","14182","08/18/2025 07:39:47","Archive","C852ED460064B511D6461A7CBE1B8F2D3DC083A51BEC9F71400543675893C236"
"Archive\opus_fails_consolidated.md","Archive/opus_fails_consolidated.md",".md","7487","08/18/2025 07:39:47","Archive","38C92F6C16F10FE47E8D6B36CC302D91159C1EB8FE9FC63DD28F02C3E0B54BBB"
"chats\10-26-25-Grok4.md","chats/10-26-25-Grok4.md",".md","6648","11/01/2025 23:51:31","chats","2D0A29A39E571B05617D0B174870F2A12A2B350A49A4A979103B1B003E46A035"
"chats\10-27-25-Gemini-pro-2.5.md","chats/10-27-25-Gemini-pro-2.5.md",".md","90916","11/02/2025 00:19:29","chats","432D6CB87345FFBF2114962A9F8AA10561D6E818609FC81FB7D660E83760C297"
"chats\10-27-25-Grok4.md","chats/10-27-25-Grok4.md",".md","3683","11/02/2025 00:17:57","chats","5C4FFA5E923448BDEB33023B249930FBF509525251D76F49BD9753C101F4FFCA"
"chats\10-28-25-O3.md","chats/10-28-25-O3.md",".md","39478","11/01/2025 22:09:15","chats","FB1FA9A01F0805B9D21577BDBC058613EFE5D5FFFF0A725893AA8598655D9532"
"chats\10-29-25-Opus-4.1-test-summary.md","chats/10-29-25-Opus-4.1-test-summary.md",".md","4068","11/01/2025 22:15:36","chats","4C26625814F0C90FFE3B2FD99CD8A19EAC9A7395CFAD5639FABA666DAD5EBBEE"
"chats\10-30-25-11AM-GPT-5-Codex.md","chats/10-30-25-11AM-GPT-5-Codex.md",".md","4547","10/30/2025 18:25:41","chats","61D3988F10DFA95E6AC7F1F4311F244933AC7291C4F27CC04F3E4228857BF2D2"
"chats\10-30-25-Opus-4.1-strict_verification copy.md","chats/10-30-25-Opus-4.1-strict_verification copy.md",".md","6028","10/30/2025 20:37:47","chats","51045CA94D6BA395F6A2DBFF764C9149217DAE279C65825D84ADB6858594B1D6"
"chats\10-30-25-Opus-4.1-strict_verification.md","chats/10-30-25-Opus-4.1-strict_verification.md",".md","6028","10/30/2025 20:37:47","chats","51045CA94D6BA395F6A2DBFF764C9149217DAE279C65825D84ADB6858594B1D6"
"chats\11-01-25-1200PM-GPT-5_Codex-High.md","chats/11-01-25-1200PM-GPT-5_Codex-High.md",".md","15559","11/01/2025 19:40:14","chats","FD6A27D313DD85386FA2FBD744B90AFBC63297D75DFA1BD637F7330811AD0EFE"
"chats\11-01-25-1225-GPT-OSS-12.md","chats/11-01-25-1225-GPT-OSS-12.md",".md","27750","11/01/2025 20:37:43","chats","62A0BE4C6F8FCF465F187B2353DE3B36F8B34FC8FAB4BB7C20ED24953A1C9C16"
"chats\11-01-25-DeepSeek-R1.md","chats/11-01-25-DeepSeek-R1.md",".md","108661","11/01/2025 23:03:12","chats","AACE7FF4756E6E96CD806E6F571AF4D92D0058F624B4C4CD6F162BB16A3E3F0A"
"chats\11-01-25-GLM-4.6-Copilot.md","chats/11-01-25-GLM-4.6-Copilot.md",".md","23565","11/01/2025 19:53:06","chats","16A5FF7ABCBB17794E70B718B290C6B5F24D39BB705E963C7281965CC4F37C71"
"chats\2.Expanded_Ordinal_Toolkit.md","chats/2.Expanded_Ordinal_Toolkit.md",".md","44755","08/18/2025 19:23:28","chats","91EED3210C6D21D26B29FE491A4E6954AF1C1A69906B1332DB323E154B78DDB6"
"chats\2025-08-21-this-session-is-being-continued-from-a-previous-co.txt","chats/2025-08-21-this-session-is-being-continued-from-a-previous-co.txt",".txt","46995","08/22/2025 05:58:59","chats","650814DA06B66200C88AE59251766ED208AADD207B4A1C71A7A8C142AB8ABD3A"
"chats\2025-08-25-caveat-the-messages-below-were-generated-by-the-u.txt","chats/2025-08-25-caveat-the-messages-below-were-generated-by-the-u.txt",".txt","37473","08/26/2025 01:07:50","chats","134E662F06B46FEB735743DFB48774B1F2CA3887B796352F474C63A9465BF04D"
"chats\2025-10-22-caveat-the-messages-below-were-generated-by-the-u.txt","chats/2025-10-22-caveat-the-messages-below-were-generated-by-the-u.txt",".txt","33621","10/22/2025 22:54:29","chats","FA8537695665CFB640E6ABD3D95239EDEDF0D5359B465C31BD3268910B272D6F"
"chats\2025-10-23-caveat-the-messages-below-were-generated-by-the-u.txt","chats/2025-10-23-caveat-the-messages-below-were-generated-by-the-u.txt",".txt","30270","10/24/2025 01:37:25","chats","3D63CBA73DC33C6A4617D0DA5716999FD46ED2914DE13C404088B1B1425FF76E"
"chats\2025-10-27-opus-4.1.txt","chats/2025-10-27-opus-4.1.txt",".txt","9435","10/30/2025 20:24:18","chats","2FB5515DBC665E23C69A4149FFA06D9747D9AF9F60E73A6B49337E6B4B42631E"
"chats\2025-10-29-sonnet-4.5-good-fail.txt","chats/2025-10-29-sonnet-4.5-good-fail.txt",".txt","72229","10/30/2025 00:19:30","chats","610005A20B83AEDBCBC28A3DC5849C2481449C33EF360351C4F6B05E296F2261"
"chats\2025-10-30-1230pm-opus-4.1.txt","chats/2025-10-30-1230pm-opus-4.1.txt",".txt","23829","10/30/2025 20:02:00","chats","A7DB2B11D2C3F48DE611DEA2CC204E50387DF971295FE0B4A1C089D26F5A1F70"
"chats\2025-10-30-1240pm-opus-4-1.txt","chats/2025-10-30-1240pm-opus-4-1.txt",".txt","32317","10/30/2025 20:11:00","chats","494CA0B2277A9B3E56B2FC790BA9C5553397DEC88D98BCAFBB641CCB34208FBD"
"chats\2025-11-01-1100AM-Sonnet-4.5.txt","chats/2025-11-01-1100AM-Sonnet-4.5.txt",".txt","8481","11/01/2025 18:36:33","chats","5745F91F4E704583A34BA8002A942324D1E4A3E0DD9EAB4C88490E0523FBDAA3"
"chats\2025-11-01-cusersmosescentral-servers2025-10-30-1240pm-o.txt","chats/2025-11-01-cusersmosescentral-servers2025-10-30-1240pm-o.txt",".txt","30558","11/01/2025 18:25:47","chats","153880922878C2A1DE9FAA61A98AAA2D67C8B43B72DD38B6937B6DA1C47853E6"
"chats\2025-11-01-Sonnet-4.5.txt","chats/2025-11-01-Sonnet-4.5.txt",".txt","17196","11/01/2025 18:51:26","chats","05E9B3FFB084B1E089201161F694A9D84986FFFD40890563F182A31B4E92AB9B"
"chats\27-10-25-codex- copy 2.md","chats/27-10-25-codex- copy 2.md",".md","14211","10/22/2025 09:53:10","chats","9355124217EADD2CC1553EB72EB5A950DCD99384294E17D6FA89EB6DA8F9936C"
"chats\27-10-25-codex- copy.md","chats/27-10-25-codex- copy.md",".md","14211","10/22/2025 09:53:10","chats","9355124217EADD2CC1553EB72EB5A950DCD99384294E17D6FA89EB6DA8F9936C"
"chats\27-10-25-codex-.md","chats/27-10-25-codex-.md",".md","14211","10/22/2025 09:53:10","chats","9355124217EADD2CC1553EB72EB5A950DCD99384294E17D6FA89EB6DA8F9936C"
"chats\3.Termination_Consolidation.md","chats/3.Termination_Consolidation.md",".md","34190","08/30/2025 23:37:32","chats","635680191DFC186F5D7BDED9A7956DBA65914EFA26AC9590A9E2FE419B0203B7"
"chats\AI_BrainStorm_SN.md","chats/AI_BrainStorm_SN.md",".md","31579","08/18/2025 01:27:54","chats","141EF8AC9DDBE7217FDAD41236DCD26CD24958845EBF924E8C12746DD1668FDD"
"chats\Branching_AI.txt","chats/Branching_AI.txt",".txt","8187","10/10/2025 01:39:56","chats","896388D33F1D90FBB42D51CE71DAC02A41D5B0440FDAB825AF47EA9F6335BA8D"
"chats\Claude_SN_Companion.md","chats/Claude_SN_Companion.md",".md","8058","08/18/2025 01:27:54","chats","BDE1960524EF05D8055C099D2B308158EE75AA1AA22FEB230E12BD5A0D106672"
"chats\claude_wrong.txt","chats/claude_wrong.txt",".txt","6715","10/10/2025 01:39:39","chats","7F84533614657FD9374FAF2A50101CE0960EF5BBB677791F2F8F9F0F19E7083D"
"chats\codex-gpt5-high.md","chats/codex-gpt5-high.md",".md","61965","10/23/2025 07:24:29","chats","DA20D3A9A831C273098586DAE375625F71D11BEE628A291EF06B5B1CC11FE3A6"
"chats\codex-math.md","chats/codex-math.md",".md","14211","10/22/2025 09:53:10","chats","9355124217EADD2CC1553EB72EB5A950DCD99384294E17D6FA89EB6DA8F9936C"
"chats\COMPLETE_EXTRACTED_ISSUES_FROM_ASSESSMENTS.md","chats/COMPLETE_EXTRACTED_ISSUES_FROM_ASSESSMENTS.md",".md","11912","08/21/2025 00:15:29","chats","F6249384DFD1AF9AFFEF12D50B29EE01A76733C57D4820D3DA492055001AA6F6"
"chats\cursor_considering_trace_and_strong_nor-1.md","chats/cursor_considering_trace_and_strong_nor-1.md",".md","912034","10/27/2025 19:11:09","chats","586D3EBD53140CBAA9D21E7DE78FA908C33C3CED9A52AE008B1362EFB01E5B99"
"chats\cursor_considering_trace_and_strong_nor.md","chats/cursor_considering_trace_and_strong_nor.md",".md","91027","10/24/2025 03:57:19","chats","5AD81A3A13528F29EEA322048946517EEDB9DD6080382D84F61E7AEA237A20A6"
"chats\DeepSeek_R1_Analysis.md","chats/DeepSeek_R1_Analysis.md",".md","8704","11/01/2025 23:04:33","chats","E074E78548CBC64440CE215E7B2001396BFC0DC25FFD7750A8D03A3F6C82CB98"
"chats\DeepSeek_R1_Contradiction_Flow.md","chats/DeepSeek_R1_Contradiction_Flow.md",".md","4913","11/01/2025 23:05:26","chats","09A2D10F1FB46DD8ADD867390169CF2BA94FE6DD9D56754922F0E6CF53FAC586"
"chats\DeepSeek_R1_Executive_Summary.md","chats/DeepSeek_R1_Executive_Summary.md",".md","3807","11/01/2025 23:06:07","chats","DBD00FBBCC52B0E31B66FC87C92AE3D3981BDB4B1676E7F5251494598382F2E4"
"chats\Diag_Reports.md","chats/Diag_Reports.md",".md","15574","08/18/2025 01:27:54","chats","C138CEF27FE2EF56AD7E2E7E849AF1A1A1A1797231FBFE4329BB5F7561658037"
"chats\FINAL_REPORT.md","chats/FINAL_REPORT.md",".md","3501","10/30/2025 20:10:14","chats","49E3C02C994E474C81ED8AC0EA1F98FFA168985315E0F4187DCF906A09824F87"
"chats\for_claude.md","chats/for_claude.md",".md","8593","08/18/2025 01:27:54","chats","E584CED948532E69E8DCF2CB19936CFE50F1F4CA73B0B4BE28CDF9FE77100B14"
"chats\GPT-5-extended-thinking.md","chats/GPT-5-extended-thinking.md",".md","314558","11/01/2025 19:18:43","chats","EBB05475D217B9F16210B743FE3DA11991386DF6F9F4B2C4F9B9F7F23CF0A9B5"
"chats\GPT-5-Pro-Bug.md","chats/GPT-5-Pro-Bug.md",".md","253360","11/01/2025 21:34:31","chats","D2DE3C13E2FCC24017808E093F438BD4738AD3DD4BA7C053027EA7BBE9D851E9"
"chats\GPT-5-Pro-NoGo.md","chats/GPT-5-Pro-NoGo.md",".md","189921","08/19/2025 17:41:50","chats","F5DC83191D0E46E12D5A76DA4C62D5992C2952603690E328A0509ACDF9F7B907"
"chats\GPT-5-Pro.md","chats/GPT-5-Pro.md",".md","36610","08/18/2025 01:27:54","chats","2CC1DCF2833D2178BC911132E0BF5B45241295BE2C3CC52BB9F67BDF2C68605D"
"chats\gpt5-thinking copy.md","chats/gpt5-thinking copy.md",".md","45936","10/23/2025 04:35:26","chats","87810B5FE24604A92F1CDEDDF30DC0CEFA1AC919432E43393AFCA4E295FDABAC"
"chats\gpt5-thinking.md","chats/gpt5-thinking.md",".md","45936","10/23/2025 04:35:26","chats","87810B5FE24604A92F1CDEDDF30DC0CEFA1AC919432E43393AFCA4E295FDABAC"
"chats\Grok4-10-26-25-Grok4.md","chats/Grok4-10-26-25-Grok4.md",".md","35723","11/02/2025 00:11:43","chats","91C50D7B9BD3DBEABCBA6381F58CAFE1CE6C49A2499048543F444173C3C26AC8"
"chats\latest_solution copy.md","chats/latest_solution copy.md",".md","54799","08/19/2025 06:20:17","chats","FE25EA023EE8F8499B3759F8055702C35FD7564A825D64A3A9083C8D1C9C560A"
"chats\latest_solution.md","chats/latest_solution.md",".md","54799","08/19/2025 06:20:17","chats","FE25EA023EE8F8499B3759F8055702C35FD7564A825D64A3A9083C8D1C9C560A"
"chats\math_docs.md","chats/math_docs.md",".md","16190","08/18/2025 01:27:54","chats","699B5EC35C5701875F3AA2B1607A63EAF302CFB5C829983EF52D02DFCDDB48BE"
"chats\more-cursor.md","chats/more-cursor.md",".md","5673","10/26/2025 06:15:23","chats","74D2D896A58A5A87A70F012463B98B46099ABE48562238E453D3E68DC52D8A6F"
"chats\mpo_solution.md","chats/mpo_solution.md",".md","2795","10/30/2025 20:09:05","chats","B97FF1BADD0C845890FFA1378E67852DD6937CA47E1335BDD50E3F8C3B430870"
"chats\MuCore_Diag_Reports.md","chats/MuCore_Diag_Reports.md",".md","15823","08/18/2025 01:27:54","chats","23C93BAEC754BD36857AE0E5FB64D8163ACD13BF963E83448F00E90AEF85AEC8"
"chats\o3 copy.md","chats/o3 copy.md",".md","238001","11/01/2025 19:18:02","chats","E0155A5C784EACC06572EA2C9257DD7A5B5518E13B0EA63DB9D053E0FAF06100"
"chats\O3-Moment.md","chats/O3-Moment.md",".md","7875","10/28/2025 17:49:06","chats","C30CF52E516D887D03E4CA95ED9F53A4AF0E26112333CFA552C5073D6C127452"
"chats\O3-Pro-29-10-25.md","chats/O3-Pro-29-10-25.md",".md","7566","11/01/2025 20:27:50","chats","8FB8D86EAC31B1B2E5A3ACAB39A11B712B979C7FD56CFC56B742EE08A349D0B7"
"chats\o3.md","chats/o3.md",".md","238001","11/01/2025 19:18:02","chats","E0155A5C784EACC06572EA2C9257DD7A5B5518E13B0EA63DB9D053E0FAF06100"
"chats\opus-4.1-test-summary.pdf","chats/opus-4.1-test-summary.pdf",".pdf","54569","10/30/2025 09:06:15","chats","572CA220A1206A53ACB37E31E2BFE82172DEF933509BDD0859BE99AB6FE8BA6F"
"chats\PROJECT_LOG.md","chats/PROJECT_LOG.md",".md","147624","10/21/2025 08:33:10","chats","12834C613AB5C726D40A38AED6729FECB6914A50F94DE2958BAB46D8E8F5CBAB"
