"RelPath","FullName","Extension","SizeBytes","LastWriteTime","TopLevel","SHA256","Category","CategoryLabel","EvidenceType","Model","Date","TestType","FailureMode","FailureExplanation","Description","Relevance","ExtractPath","FullIncludePath","Notes","Status"
"MUST_Review\Born_Rule_rec_succ_Isomorphism.md","C:\Users\Moses\OpComp\MUST_Review\Born_Rule_rec_succ_Isomorphism.md",".md","11182","2025-11-27 12:18:15","Born_Rule_rec_succ_Isomorphism.md","43E4431925CC34AD9F2F8BD1D87258F9D3B82236C0804E50074FAD5097E783CE","3","failed_attempts","analysis","","","","constraint_violation; inconsistency","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Born_Rule_rec_succ_Isomorphism__summary__001.md","","","complete"
"MUST_Review\Born_Rule_rec_succ_Isomorphism copy 2.md","C:\Users\Moses\OpComp\MUST_Review\Born_Rule_rec_succ_Isomorphism copy 2.md",".md","11182","2025-11-27 12:18:15","Born_Rule_rec_succ_Isomorphism copy 2.md","43E4431925CC34AD9F2F8BD1D87258F9D3B82236C0804E50074FAD5097E783CE","3","failed_attempts","analysis","","","","constraint_violation; inconsistency","Duplicate of FRV2-0476.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Born_Rule_rec_succ_Isomorphism__summary__001.md","","Duplicate of FRV2-0476.","duplicate"
"MUST_Review\Born_Rule_rec_succ_Isomorphism copy 3.md","C:\Users\Moses\OpComp\MUST_Review\Born_Rule_rec_succ_Isomorphism copy 3.md",".md","11182","2025-11-27 12:18:15","Born_Rule_rec_succ_Isomorphism copy 3.md","43E4431925CC34AD9F2F8BD1D87258F9D3B82236C0804E50074FAD5097E783CE","3","failed_attempts","analysis","","","","constraint_violation; inconsistency","Duplicate of FRV2-0476.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Born_Rule_rec_succ_Isomorphism__summary__001.md","","Duplicate of FRV2-0476.","duplicate"
"MUST_Review\Born_Rule_rec_succ_Isomorphism copy.md","C:\Users\Moses\OpComp\MUST_Review\Born_Rule_rec_succ_Isomorphism copy.md",".md","11182","2025-11-27 12:18:15","Born_Rule_rec_succ_Isomorphism copy.md","43E4431925CC34AD9F2F8BD1D87258F9D3B82236C0804E50074FAD5097E783CE","3","failed_attempts","analysis","","","","constraint_violation; inconsistency","Duplicate of FRV2-0476.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Born_Rule_rec_succ_Isomorphism__summary__001.md","","Duplicate of FRV2-0476.","duplicate"
"MUST_Review\Branching_AI copy.txt","C:\Users\Moses\OpComp\MUST_Review\Branching_AI copy.txt",".txt","8183","2025-11-15 01:28:14","Branching_AI copy.txt","2E59173578479767BAE4BFCC1C1FE5E7D11BF452C6A4F608952347E180195575","3","failed_attempts","analysis","","","","constraint_violation; proof_obligation_stuck; nonconvergence","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Branching_AI_copy__summary__001.md","","","complete"
"MUST_Review\Branching_AI.txt","C:\Users\Moses\OpComp\MUST_Review\Branching_AI.txt",".txt","8187","2025-10-10 01:39:56","Branching_AI.txt","896388D33F1D90FBB42D51CE71DAC02A41D5B0440FDAB825AF47EA9F6335BA8D","5","misc","analysis","","","","","Duplicate of FRV2-0144.","Duplicate content.","Medium","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Branching_AI__contract__001.md","","Duplicate of FRV2-0144.","duplicate"
"MUST_Review\chatgpt-turing.md","C:\Users\Moses\OpComp\MUST_Review\chatgpt-turing.md",".md","3859","2025-10-23 08:33:51","chatgpt-turing.md","CBA4BF7E4CE440258E6EBEFF0BF6E7785ED422F71D73DD2A5B13EC8377ADDDAD","1","transcripts","transcript","","","","unsupported_inference","Chat transcript documenting model behavior.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\01_transcripts\2026-01-29__chatgpt_turing__summary__001.md","","","complete"
"MUST_Review\chatgpt-turing copy 2.md","C:\Users\Moses\OpComp\MUST_Review\chatgpt-turing copy 2.md",".md","3859","2025-10-23 08:33:51","chatgpt-turing copy 2.md","CBA4BF7E4CE440258E6EBEFF0BF6E7785ED422F71D73DD2A5B13EC8377ADDDAD","1","transcripts","transcript","","","","unsupported_inference","Duplicate of FRV2-0482.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\01_transcripts\2026-01-29__chatgpt_turing__summary__001.md","","Duplicate of FRV2-0482.","duplicate"
"MUST_Review\chatgpt-turing copy.md","C:\Users\Moses\OpComp\MUST_Review\chatgpt-turing copy.md",".md","3859","2025-10-23 08:33:51","chatgpt-turing copy.md","CBA4BF7E4CE440258E6EBEFF0BF6E7785ED422F71D73DD2A5B13EC8377ADDDAD","1","transcripts","transcript","","","","unsupported_inference","Duplicate of FRV2-0482.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\01_transcripts\2026-01-29__chatgpt_turing__summary__001.md","","Duplicate of FRV2-0482.","duplicate"
"MUST_Review\chat_Strong Normalization for the Safe Fragment (1).md","C:\Users\Moses\OpComp\MUST_Review\chat_Strong Normalization for the Safe Fragment (1).md",".md","38561","2025-12-08 03:14:25","chat_Strong Normalization for the Safe Fragment (1).md","D5834FC8EAB3030FF10A6C7FE2A144E846894451C1687027E6A70831074FA34B","1","transcripts","transcript","","","","unsupported_inference","Chat transcript documenting model behavior.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\01_transcripts\2026-01-29__chat_Strong_Normalization_for_the_Safe_Fragment_1__summary__001.md","","","complete"
"MUST_Review\Claude-Strong Normalization Proof for OperatorKernelO6 Using Double-Exponent Ordinals.pdf","C:\Users\Moses\OpComp\MUST_Review\Claude-Strong Normalization Proof for OperatorKernelO6 Using Double-Exponent Ordinals.pdf",".pdf","941107","2025-10-10 01:45:33","Claude-Strong Normalization Proof for OperatorKernelO6 Using Double-Exponent Ordinals.pdf","491E91D5A9335A41CD92B71C0F7A81F3459A643EFE060B2A681D38B8D3C846D9","3","failed_attempts","analysis","","","proof_attempt","proof_obligation_stuck","PDF appears non-text/encoded; OCR required to verify the claimed proof.","Title indicates a strong normalization proof using double-exponent ordinals, but text extraction failed.","High","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Claude_Strong_Normalization_Proof_for_OperatorKernelO6_Using_Double_Exponent_Ordinals__analysis__deep__001.md","","Text extraction failed; OCR needed.","complete"
"MUST_Review\CLAUDE_BRIEF.md","C:\Users\Moses\OpComp\MUST_Review\CLAUDE_BRIEF.md",".md","8410","2025-08-18 01:27:54","CLAUDE_BRIEF.md","434C243F1128513DE976ABE0DDE2E3BA0C54D66E4D27F42EEBCD51587B358CAB","3","failed_attempts","analysis","","","","constraint_violation","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__CLAUDE_BRIEF__summary__001.md","","","complete"
"MUST_Review\CLAUDE_STATUS_FOR_OPUS.md","C:\Users\Moses\OpComp\MUST_Review\CLAUDE_STATUS_FOR_OPUS.md",".md","4210","2025-08-18 01:27:54","CLAUDE_STATUS_FOR_OPUS.md","3715B2CC88E5C24D226C45E141D9D689204F2EA7B3666460540649381A50E9C9","3","failed_attempts","analysis","","","","constraint_violation; proof_obligation_stuck","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__CLAUDE_STATUS_FOR_OPUS__summary__001.md","","","complete"
"MUST_Review\claude_wrong.txt","C:\Users\Moses\OpComp\MUST_Review\claude_wrong.txt",".txt","6715","2025-10-10 01:39:39","claude_wrong.txt","7F84533614657FD9374FAF2A50101CE0960EF5BBB677791F2F8F9F0F19E7083D","3","failed_attempts","analysis","","","","nondecreasing_measure; unsupported_inference","Duplicate of FRV2-0161.","Duplicate content.","High","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__claude_wrong__analysis__001.md","","Duplicate of FRV2-0161.","duplicate"
"MUST_Review\CLEAN_ORDINAL_CONSULTATION.md","C:\Users\Moses\OpComp\MUST_Review\CLEAN_ORDINAL_CONSULTATION.md",".md","1396","2025-08-18 01:27:54","CLEAN_ORDINAL_CONSULTATION.md","BC9481093A1F49BC44047039BCA7A8691B00F3907F0A3FA1169833C564D684A3","3","failed_attempts","analysis","","","","constraint_violation; nonconvergence","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__CLEAN_ORDINAL_CONSULTATION__summary__001.md","","","complete"
"MUST_Review\commnets_summary copy.md","C:\Users\Moses\OpComp\MUST_Review\commnets_summary copy.md",".md","14182","2025-08-18 07:39:47","commnets_summary copy.md","33B33092EB4B1A6E23A31B9C98412769FB53E634D7EEF96E6BA18049EB291DDB","4","misc","analysis","","","summary","","Duplicate of FRV2-0404.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__commnets_summary__summary__001.md","","Duplicate of FRV2-0404.","duplicate"
"MUST_Review\commnets_summary.md","C:\Users\Moses\OpComp\MUST_Review\commnets_summary.md",".md","14182","2025-08-18 07:39:47","commnets_summary.md","33B33092EB4B1A6E23A31B9C98412769FB53E634D7EEF96E6BA18049EB291DDB","4","misc","analysis","","","summary","","Duplicate of FRV2-0404.","Duplicate content.","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__commnets_summary__summary__001.md","","Duplicate of FRV2-0404.","duplicate"
"MUST_Review\COMPLETE_EXTRACTED_ISSUES_FROM_ASSESSMENTS.md","C:\Users\Moses\OpComp\MUST_Review\COMPLETE_EXTRACTED_ISSUES_FROM_ASSESSMENTS.md",".md","11912","2025-08-21 00:15:29","COMPLETE_EXTRACTED_ISSUES_FROM_ASSESSMENTS.md","F6249384DFD1AF9AFFEF12D50B29EE01A76733C57D4820D3DA492055001AA6F6","5","misc","analysis","","","","","Duplicate of FRV2-0170.","Duplicate content.","Medium","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__COMPLETE_EXTRACTED_ISSUES_FROM_ASSESSMENTS__summary__001.md","","Duplicate of FRV2-0170.","duplicate"
"MUST_Review\COMPLETE_SOLUTION_REPORT.md","C:\Users\Moses\OpComp\MUST_Review\COMPLETE_SOLUTION_REPORT.md",".md","3453","2025-08-18 01:27:54","COMPLETE_SOLUTION_REPORT.md","234773CBD1BCD7268BD29A2F2CC2C860729538B36051C10B17BCA491BEAB9226","3","failed_attempts","analysis","","","","constraint_violation; proof_obligation_stuck","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__COMPLETE_SOLUTION_REPORT__summary__001.md","","","complete"
"MUST_Review\Confluence_Safe copy 2.md","C:\Users\Moses\OpComp\MUST_Review\Confluence_Safe copy 2.md",".md","6854","2025-08-18 19:40:34","Confluence_Safe copy 2.md","960645EEC76D57B19FB98F34F500D89FDB3C4C7A0823BFF640C8EC8CE42F0E0C","3","failed_attempts","analysis","","","confluence_checklist","proof_obligation_stuck; nonconvergence","Duplicate of FRV2-0406.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Confluence_Safe__analysis__001.md","","Duplicate of FRV2-0406.","duplicate"
"MUST_Review\Confluence_Safe copy.md","C:\Users\Moses\OpComp\MUST_Review\Confluence_Safe copy.md",".md","6854","2025-08-18 19:40:34","Confluence_Safe copy.md","960645EEC76D57B19FB98F34F500D89FDB3C4C7A0823BFF640C8EC8CE42F0E0C","3","failed_attempts","analysis","","","confluence_checklist","proof_obligation_stuck; nonconvergence","Duplicate of FRV2-0406.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Confluence_Safe__analysis__001.md","","Duplicate of FRV2-0406.","duplicate"
"MUST_Review\Confluence_Safe.md","C:\Users\Moses\OpComp\MUST_Review\Confluence_Safe.md",".md","110","2025-08-18 19:40:34","Confluence_Safe.md","9F1D07F083BF0BC4FF7B725FC561F8993CE425F8308788EFE407E29C02B5FE2D","4","misc","analysis","","","","","Reference or planning document; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Confluence_Safe__summary__001.md","","","complete"
"MUST_Review\Consolidated_Meta_Termination_Patch.md","C:\Users\Moses\OpComp\MUST_Review\Consolidated_Meta_Termination_Patch.md",".md","244144","2025-08-18 01:27:55","Consolidated_Meta_Termination_Patch.md","E1B7370CEA3B6B1A33DFAEF60978C350B8A0E1DE99485D60D6B51A02440ABD7F","4","misc","analysis","","","","","Reference or planning document; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Consolidated_Meta_Termination_Patch__summary__001.md","","","complete"
"MUST_Review\context_playbook.md","C:\Users\Moses\OpComp\MUST_Review\context_playbook.md",".md","1531","2025-08-18 01:27:54","context_playbook.md","47131B394AAD1AC0D8CE6AC5B817037223117A56A4FAE4019645572F26134A66","4","misc","guide","","","","","Guidance or index document; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__context_playbook__summary__001.md","","","complete"
"MUST_Review\CONTEXT_RESTORATION_GUIDE.md","C:\Users\Moses\OpComp\MUST_Review\CONTEXT_RESTORATION_GUIDE.md",".md","1621","2025-08-18 01:27:54","CONTEXT_RESTORATION_GUIDE.md","BF125D0AC3A56C40E1D21AA480D9FD0DEE091072C8FDE130F023D001A4145C48","4","misc","guide","","","","","Guidance or index document; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__CONTEXT_RESTORATION_GUIDE__summary__001.md","","","complete"
"MUST_Review\CONVERSATION_BACKUP_COMPLETE.md","C:\Users\Moses\OpComp\MUST_Review\CONVERSATION_BACKUP_COMPLETE.md",".md","7892","2025-08-18 01:27:54","CONVERSATION_BACKUP_COMPLETE.md","8877CE76F22B7580643255DE4B31F0A307B69326D4A7D0AD61A8B92F3094406C","1","transcripts","transcript","","","","unsupported_inference","Chat transcript documenting model behavior.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\01_transcripts\2026-01-29__CONVERSATION_BACKUP_COMPLETE__summary__001.md","","","complete"
"MUST_Review\convert-docx-to-md.ps1","C:\Users\Moses\OpComp\MUST_Review\convert-docx-to-md.ps1",".ps1","2387","2025-10-23 04:26:17","convert-docx-to-md.ps1","300F0619AA1F474C061A00AA0BC97474F3AA830A389FB33DC3CA1B5B27915B57","3","failed_attempts","analysis","","","","","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__convert_docx_to_md__summary__001.md","","","complete"
"MUST_Review\copilot-instructions copy.md","C:\Users\Moses\OpComp\MUST_Review\copilot-instructions copy.md",".md","10757","2025-09-03 04:42:55","copilot-instructions copy.md","36F1E4B2263E492F335301243DF6333EA6224A7C46890AD9F9403015ADD78200","3","failed_attempts","analysis","","","","constraint_violation; proof_obligation_stuck; nonconvergence","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__copilot_instructions_copy__summary__001.md","","","complete"
"MUST_Review\copilot-instructions.md","C:\Users\Moses\OpComp\MUST_Review\copilot-instructions.md",".md","5334","2025-11-02 09:00:14","copilot-instructions.md","B80215F6FB5C2BE39E91776E206F01A751A9CE0C7B4C80FAA523B57450667AD5","3","failed_attempts","analysis","","","","constraint_violation; proof_obligation_stuck; nonconvergence","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__copilot_instructions__summary__001.md","","","complete"
"MUST_Review\copilot-instructions_large.md","C:\Users\Moses\OpComp\MUST_Review\copilot-instructions_large.md",".md","39915","2025-08-18 01:27:54","copilot-instructions_large.md","BBBF85BBD8FC234219A646D5074B3ACF0597E2B380B06C9ADC6D2340B2073AC4","3","failed_attempts","analysis","","","","constraint_violation; nonconvergence","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__copilot_instructions_large__summary__001.md","","","complete"
"MUST_Review\copilot.md","C:\Users\Moses\OpComp\MUST_Review\copilot.md",".md","39923","2025-10-21 09:22:16","copilot.md","0A3C0CDE0DBF4CBFBF09C912DE60CC2D2506FD6742E7C282648707B38E66AA5A","3","failed_attempts","analysis","","","","constraint_violation; nonconvergence","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__copilot__summary__001.md","","","complete"
"MUST_Review\Deep_RecSucc_Analysis.md","C:\Users\Moses\OpComp\MUST_Review\Deep_RecSucc_Analysis.md",".md","12532","2025-10-29 21:49:57","Deep_RecSucc_Analysis.md","9905059919C8627E2D90E4C8B8572EBD1673B91E8E9225E0D16CCC5E7BB90469","3","failed_attempts","analysis","","","","constraint_violation","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Deep_RecSucc_Analysis__summary__001.md","","","complete"
"MUST_Review\Deep_RecSucc_Analysis copy 2.md","C:\Users\Moses\OpComp\MUST_Review\Deep_RecSucc_Analysis copy 2.md",".md","12532","2025-10-29 21:49:57","Deep_RecSucc_Analysis copy 2.md","9905059919C8627E2D90E4C8B8572EBD1673B91E8E9225E0D16CCC5E7BB90469","3","failed_attempts","analysis","","","","constraint_violation","Duplicate of FRV2-0507.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Deep_RecSucc_Analysis__summary__001.md","","Duplicate of FRV2-0507.","duplicate"
"MUST_Review\Deep_RecSucc_Analysis copy 3.md","C:\Users\Moses\OpComp\MUST_Review\Deep_RecSucc_Analysis copy 3.md",".md","12532","2025-10-29 21:49:57","Deep_RecSucc_Analysis copy 3.md","9905059919C8627E2D90E4C8B8572EBD1673B91E8E9225E0D16CCC5E7BB90469","3","failed_attempts","analysis","","","","constraint_violation","Duplicate of FRV2-0507.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Deep_RecSucc_Analysis__summary__001.md","","Duplicate of FRV2-0507.","duplicate"
"MUST_Review\Deep_RecSucc_Analysis copy 4.md","C:\Users\Moses\OpComp\MUST_Review\Deep_RecSucc_Analysis copy 4.md",".md","12532","2025-10-29 21:49:57","Deep_RecSucc_Analysis copy 4.md","9905059919C8627E2D90E4C8B8572EBD1673B91E8E9225E0D16CCC5E7BB90469","3","failed_attempts","analysis","","","","constraint_violation","Duplicate of FRV2-0507.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Deep_RecSucc_Analysis__summary__001.md","","Duplicate of FRV2-0507.","duplicate"
"MUST_Review\Deep_RecSucc_Analysis copy.md","C:\Users\Moses\OpComp\MUST_Review\Deep_RecSucc_Analysis copy.md",".md","12532","2025-10-29 21:49:57","Deep_RecSucc_Analysis copy.md","9905059919C8627E2D90E4C8B8572EBD1673B91E8E9225E0D16CCC5E7BB90469","3","failed_attempts","analysis","","","","constraint_violation","Duplicate of FRV2-0507.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Deep_RecSucc_Analysis__summary__001.md","","Duplicate of FRV2-0507.","duplicate"
"MUST_Review\Deep_RecSucc_Analysis.pdf","C:\Users\Moses\OpComp\MUST_Review\Deep_RecSucc_Analysis.pdf",".pdf","125019","2025-12-09 23:03:01","Deep_RecSucc_Analysis.pdf","0789BB40777DF428EB9BDE4ABFB0DF526DC07D8FC4E205657721A0B45678546A","3","failed_attempts","analysis","","","failure_diagnostic","nondecreasing_measure; nonconvergence","Diagnostic explains AI detects measure increase under rec_succ but lacks a halt mechanism.","AI calculates +s measure increase yet keeps trying new measures; no meta-stop condition.","High","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Deep_RecSucc_Analysis__analysis__deep__001.md","","","complete"
"MUST_Review\Detailed_Solution.md","C:\Users\Moses\OpComp\MUST_Review\Detailed_Solution.md",".md","7858","2025-08-18 01:27:54","Detailed_Solution.md","99EC1D62C9E6019D231B9A94727F9E634EF3A257F0F764DC9E6B72F38B3BE6CC","4","misc","analysis","","","","","Reference or planning document; not a proof artifact.","","Low","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Detailed_Solution__summary__001.md","","","complete"
"MUST_Review\draft_paper.md","C:\Users\Moses\OpComp\MUST_Review\draft_paper.md",".md","14182","2025-08-18 01:27:54","draft_paper.md","C852ED460064B511D6461A7CBE1B8F2D3DC083A51BEC9F71400543675893C236","5","misc","draft_paper","","2025-07-30","paper_draft","unsupported_inference","Duplicate of FRV2-0241.","Duplicate content.","Medium","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Operator_Centric_Godelian_Incompleteness__analysis__001.md","","Duplicate of FRV2-0241.","duplicate"
"MUST_Review\Operator Centric Foundations of Godelian Incompleteness.md","C:\Users\Moses\OpComp\MUST_Review\Operator Centric Foundations of Godelian Incompleteness.md",".md","14182","2025-08-18 01:27:54","Operator Centric Foundations of Godelian Incompleteness.md","C852ED460064B511D6461A7CBE1B8F2D3DC083A51BEC9F71400543675893C236","5","misc","draft_paper","","2025-07-30","paper_draft","unsupported_inference","Duplicate of FRV2-0241.","Duplicate content.","Medium","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__Operator_Centric_Godelian_Incompleteness__analysis__001.md","","Duplicate of FRV2-0241.","duplicate"
"MUST_Review\Dropped_Concepts.md","C:\Users\Moses\OpComp\MUST_Review\Dropped_Concepts.md",".md","2187","2025-11-27 20:44:32","Dropped_Concepts.md","BB854B4A05DBF70E941223CCE687403548A528050BB8011B779C7953ECF19ED2","3","failed_attempts","analysis","","","","constraint_violation","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Dropped_Concepts__summary__001.md","","","complete"
"MUST_Review\Dropped_Concepts copy.md","C:\Users\Moses\OpComp\MUST_Review\Dropped_Concepts copy.md",".md","2187","2025-11-27 20:44:32","Dropped_Concepts copy.md","BB854B4A05DBF70E941223CCE687403548A528050BB8011B779C7953ECF19ED2","3","failed_attempts","analysis","","","","constraint_violation","Duplicate of FRV2-0516.","Duplicate content.","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__Dropped_Concepts__summary__001.md","","Duplicate of FRV2-0516.","duplicate"
"MUST_Review\DualLex_Counterexample copy.md","C:\Users\Moses\OpComp\MUST_Review\DualLex_Counterexample copy.md",".md","1070","2025-12-16 16:53:10","DualLex_Counterexample copy.md","8FADDFDC503091CE7CB0526160C98598AD110414924C251B9B20C8BC6652BDE9","3","failed_attempts","analysis","","","counterexample","nondecreasing_measure","Duplicate of FRV2-0350.","Duplicate content.","High","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__DualLex_Counterexample__analysis__001.md","","Duplicate of FRV2-0350.","duplicate"
"MUST_Review\DualLex_Counterexample.md","C:\Users\Moses\OpComp\MUST_Review\DualLex_Counterexample.md",".md","1070","2025-12-10 10:16:57","DualLex_Counterexample.md","8FADDFDC503091CE7CB0526160C98598AD110414924C251B9B20C8BC6652BDE9","3","failed_attempts","analysis","","","counterexample","nondecreasing_measure","Duplicate of FRV2-0350.","Duplicate content.","High","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__DualLex_Counterexample__analysis__001.md","","Duplicate of FRV2-0350.","duplicate"
"MUST_Review\EOD_2025-08-13.md","C:\Users\Moses\OpComp\MUST_Review\EOD_2025-08-13.md",".md","3794","2025-08-18 07:39:47","EOD_2025-08-13.md","52C107BA37B3F2FC6F2C398AA0500D3691B3DEED10ED19CC32086E54ACC074E7","3","failed_attempts","analysis","","","","constraint_violation; nonconvergence","Analysis or notes documenting failures, blockers, or unproven claims.","","Med","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\03_failed_attempts\2026-01-29__EOD_2025_08_13__summary__001.md","","","complete"
"MUST_Review\EOD_Report_2024 copy.md","C:\Users\Moses\OpComp\MUST_Review\EOD_Report_2024 copy.md",".md","6258","2025-08-19 06:20:17","EOD_Report_2024 copy.md","E5B74F156A1333B6B3EE2B51806DD78C3836B282F22B313E814FB92404DACF29","5","misc","analysis","","","","","Duplicate of FRV2-0067.","Duplicate content.","Medium","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__EOD_Report_2024__analysis__001.md","","Duplicate of FRV2-0067.","duplicate"
"MUST_Review\EOD_Report_2024.md","C:\Users\Moses\OpComp\MUST_Review\EOD_Report_2024.md",".md","6258","2025-08-19 06:20:17","EOD_Report_2024.md","E5B74F156A1333B6B3EE2B51806DD78C3836B282F22B313E814FB92404DACF29","5","misc","analysis","","","","","Duplicate of FRV2-0067.","Duplicate content.","Medium","C:\Users\Moses\OpComp\REVIEW_RESULTS\fresh_review_2026-01-29_v2\extracts\05_misc\2026-01-29__EOD_Report_2024__analysis__001.md","","Duplicate of FRV2-0067.","duplicate"
